Negative Score,Neutral Score,News Org,Positive Score,Sentiment Score,Tweet,Tweet Date,Tweet Number
0.0,1.0,@FoxNews,0.0,0.0,"Moments ago, President @realDonaldTrump tweeted about speaking with the President of South Korea and the Japanese P… https://t.co/UOcYITFocl",Sat Apr 28 13:50:23 +0000 2018,78
0.15,0.437,@FoxNews,0.413,0.6597,Heart Attack Survivor Hand Delivers Gifts to Paramedics Who Saved His Life https://t.co/b0TwZFm34c,Sat Apr 28 13:41:40 +0000 2018,79
0.0,1.0,@FoxNews,0.0,0.0,.@jockowillink: “I think the biggest concern here is going to be egos on both sides and I think people are going to… https://t.co/zYhJMvWlHs,Sat Apr 28 13:29:11 +0000 2018,80
0.0,0.759,@FoxNews,0.241,0.659,.@GeraldoRivera: “If this happens and there are really meaningful steps taken… the President of the United States s… https://t.co/Bidp5JJ1SL,Sat Apr 28 13:18:27 +0000 2018,81
0.202,0.798,@FoxNews,0.0,-0.5106,"Pro-gun student sues school over dress code, claims it violates First Amendment rights https://t.co/lFBGnNsrMq",Sat Apr 28 12:48:01 +0000 2018,82
0.0,1.0,@FoxNews,0.0,0.0,".@AlanDersh: “There should have been an independent, non-partisan investigation to look at the role that Russia pla… https://t.co/F6iywOJUo6",Sat Apr 28 12:44:48 +0000 2018,83
0.197,0.717,@FoxNews,0.085,-0.5423,.@AlanDersh: “Now Democrats and left-wingers obviously think President Trump is the devil and they’re prepared to e… https://t.co/8IyZzjjXhg,Sat Apr 28 12:44:21 +0000 2018,84
0.196,0.804,@FoxNews,0.0,-0.5994,"A woman leaves some flowers outside Alder Hey Children's Hospital in Liverpool, following the death of 23-month-old… https://t.co/cYjFN6qoYB",Sat Apr 28 12:33:57 +0000 2018,85
0.0,1.0,@FoxNews,0.0,0.0,Moments ago President @realDonaldTrump tweeted about presidential physician Ronny Jackson https://t.co/yetLFXf6sZ,Sat Apr 28 12:12:30 +0000 2018,86
0.0,1.0,@FoxNews,0.0,0.0,Photo of Donald Trump 'look-alike' in Spain goes viral https://t.co/ELrZmo81wI,Sat Apr 28 12:07:36 +0000 2018,87
0.127,0.633,@FoxNews,0.241,0.4215,Olympian who stood with Americans in protest honored 50 years later https://t.co/MKAoIAPBQC,Sat Apr 28 11:58:15 +0000 2018,88
0.0,0.828,@FoxNews,0.172,0.4019,"Walmart customer in Kentucky uses store intercom to ask for help, goes viral https://t.co/2uCZ8g4XZM",Sat Apr 28 11:43:14 +0000 2018,89
0.0,0.87,@FoxNews,0.13,0.4588,"Rochelle Ritchie: “I honestly think that Kanye West right now, is being used as a political pawn to continue this T… https://t.co/wwbqeU6lYo",Sat Apr 28 11:35:26 +0000 2018,90
0.27,0.73,@FoxNews,0.0,-0.743,Brandon Judd: “How many more Americans need to lose their lives to illegal immigrants until we take a stand?” https://t.co/i7IyyDyG1c,Sat Apr 28 11:28:22 +0000 2018,91
0.155,0.845,@FoxNews,0.0,-0.5095,"Brandon Judd: “What President Trump has done is nothing less than miraculous, when he has completely forced a drop… https://t.co/wDBpWv5jSh",Sat Apr 28 11:25:23 +0000 2018,92
0.315,0.484,@FoxNews,0.202,-0.34,"North, South Korea agree to end war https://t.co/2DPT9c6d00",Sat Apr 28 11:14:17 +0000 2018,93
0.0,1.0,@FoxNews,0.0,0.0,Anthony Tata: “What you’ve got is a president who has said what he’s going to do and he does what he says.” https://t.co/5hj3GvS1Kl,Sat Apr 28 11:02:40 +0000 2018,94
0.0,0.775,@FoxNews,0.225,0.4404,.@dbongino on presidential physician Ronny Jackson: “This is a good man.” https://t.co/gTOpqmUREE,Sat Apr 28 10:46:18 +0000 2018,95
0.338,0.662,@FoxNews,0.0,-0.8258,".@dbongino on presidential physician Ronny Jackson: “This is one of the most disgusting, horrifying, putrid episode… https://t.co/XmwpHA04B0",Sat Apr 28 10:44:00 +0000 2018,96
0.0,1.0,@FoxNews,0.0,0.0,President @realDonaldTrump holds rally in Michigan during White House Correspondent’s Dinner https://t.co/3xBkpo8S6Z https://t.co/f4Hp3BKexA,Sat Apr 28 10:30:50 +0000 2018,97
0.0,0.821,@FoxNews,0.179,0.2924,"Ex-adviser to Clinton not confrontational in 2nd video, police say https://t.co/BddpYihXAH",Sat Apr 28 10:27:13 +0000 2018,98
0.0,0.826,@FoxNews,0.174,0.2263,Discovery of a lifetime: 'Fake' gold coin actually worth millions https://t.co/fIyxpUVclH,Sat Apr 28 10:18:57 +0000 2018,99
0.161,0.653,@FoxNews,0.186,0.128,"Dems fear GOP wins in California because of state's primary system, Hoyer says: report https://t.co/Ke1LkysXXk",Sat Apr 28 10:17:51 +0000 2018,100
0.0,0.841,@nytimes,0.159,0.5267,"For 2 people immersed in social justice and antiwar work, where everything seems to happen at a glacial pace, love… https://t.co/NlcdDlDjIJ",Sat Apr 28 22:18:05 +0000 2018,1
0.0,1.0,@nytimes,0.0,0.0,Stars Remember the Golden Age of New York Theater https://t.co/6nR9PdpaHe,Sat Apr 28 22:06:17 +0000 2018,2
0.0,1.0,@nytimes,0.0,0.0,Doris Burke Has Game https://t.co/fgoRf3ynEa,Sat Apr 28 22:03:00 +0000 2018,3
0.0,1.0,@nytimes,0.0,0.0,Opinion: “Rich” is still a man’s word. She's taking it back. https://t.co/GkNJgA8jvH,Sat Apr 28 21:59:02 +0000 2018,4
0.0,1.0,@nytimes,0.0,0.0,How to spend 36 hours in Copenhagen https://t.co/x93j2aHsWL,Sat Apr 28 21:45:08 +0000 2018,5
0.0,0.9,@nytimes,0.1,0.25,"An NYC burlesque troupe created a community where women of color, queer and transgender performers could be their u… https://t.co/71Z9yBNPH8",Sat Apr 28 21:30:09 +0000 2018,6
0.0,1.0,@nytimes,0.0,0.0,"""Every time I encounter lovers,"" the French photographer Willy Ronis said, ""my camera smiles."" https://t.co/yxnUvRD3Jh",Sat Apr 28 21:15:07 +0000 2018,7
0.191,0.809,@nytimes,0.0,-0.6705,"Diante Yarber was killed by the police in a Walmart parking lot on April 5 in Barstow, Calif. Officials have refuse… https://t.co/XlauT4CTdL",Sat Apr 28 20:59:03 +0000 2018,8
0.254,0.67,@nytimes,0.076,-0.6124,President Trump is privately rejecting the growing consensus among Republican leaders that they may lose the House… https://t.co/ESFWArEnCe,Sat Apr 28 20:45:03 +0000 2018,9
0.0,0.884,@nytimes,0.116,0.4404,"Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the t… https://t.co/vjqXPneReS",Sat Apr 28 20:30:11 +0000 2018,10
0.231,0.582,@nytimes,0.188,-0.3246,"Grace Mave, 12, barely survived an assault on her village in Congo in which her mom and siblings died. The attacker… https://t.co/bNzjp3x5DN",Sat Apr 28 20:14:07 +0000 2018,11
0.245,0.755,@nytimes,0.0,-0.6369,"A fire broke out in a 33-story high-rise under construction in Baku, Azerbaijan, that was once called “Donald Trump… https://t.co/nX57OO0dbw",Sat Apr 28 19:59:05 +0000 2018,12
0.0,0.873,@nytimes,0.127,0.4404,"On the way to a work dinner, 2 senior men at Nike debated whether L.A. or Portland had better strip clubs, accordin… https://t.co/7n2qPQBpD6",Sat Apr 28 19:54:58 +0000 2018,13
0.184,0.816,@nytimes,0.0,-0.5423,"Five years ago, Pope Francis was elected to be an agent of change within a church shaken by scandals. He quickly be… https://t.co/4Nd7KZwrvf",Sat Apr 28 19:45:08 +0000 2018,14
0.0,1.0,@nytimes,0.0,0.0,"For too many women, life inside Nike had turned toxic. So a group of women there started a small revolt. https://t.co/zRXZoLFQoj",Sat Apr 28 19:29:46 +0000 2018,15
0.0,0.849,@nytimes,0.151,0.4939,"Ludwig Bemelmans said that Madeline was inspired by his mother, wife and daughter. “But,” his grandson wrote after… https://t.co/siGfgOMu5E",Sat Apr 28 19:14:04 +0000 2018,16
0.335,0.512,@nytimes,0.153,-0.7519,"“I have not been exempt from being dumb or cruel or hurtful to the very people I want to advocate for,” Joy Reid sa… https://t.co/8X7I4yMXYa",Sat Apr 28 18:59:02 +0000 2018,17
0.0,1.0,@nytimes,0.0,0.0,Archaeologists in Peru say they have found evidence of what could be one of the world’s largest single cases of chi… https://t.co/kwFGxAlE02,Sat Apr 28 18:45:09 +0000 2018,18
0.0,1.0,@nytimes,0.0,0.0,A memorial in Alabama demands a reckoning with one of America's least recognized atrocities: the lynching of thousa… https://t.co/r013G4cH10,Sat Apr 28 18:30:05 +0000 2018,19
0.16,0.593,@nytimes,0.247,0.3581,"“My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co/1Xt9sRaarg",Sat Apr 28 18:14:01 +0000 2018,20
0.242,0.758,@nytimes,0.0,-0.5859,"Could the G.O.P. lose Congress? President Trump has privately dismissed concerns, leaving officials nervous about h… https://t.co/3yMpgG1sGS",Sat Apr 28 17:59:03 +0000 2018,21
0.0,1.0,@nytimes,0.0,0.0,👸🏻+🤴🏻https://t.co/wjIfFVGXWY,Sat Apr 28 17:45:04 +0000 2018,22
0.298,0.702,@nytimes,0.0,-0.8591,The Golden State Killer’s barrage of rapes and murders began in a gold mining area east of Sacramento in 1976. By 1… https://t.co/S1k1HzYTpA,Sat Apr 28 17:30:11 +0000 2018,23
0.216,0.784,@nytimes,0.0,-0.6597,"Opinion: Two scientists write that ""a worldwide catastrophe is underway among an extraordinary group of birds."" https://t.co/7rdAQMMsvv",Sat Apr 28 17:16:04 +0000 2018,24
0.0,1.0,@nytimes,0.0,0.0,"Brock Crouch ended up on a bulge of snow that snapped underneath him. Then, he fell out of sight. https://t.co/fYhaq9YA3a",Sat Apr 28 17:01:02 +0000 2018,25
0.332,0.594,@nytimes,0.073,-0.8555,"“He was extremely wily.” 

How a serial rapist and murderer in California flaunted his power as well as his belief… https://t.co/ZMxoC5aHjQ",Sat Apr 28 16:49:01 +0000 2018,26
0.115,0.809,@nytimes,0.077,-0.2263,"RT @jmartNYT: NEW: Top Republicans, including McConnell, increasingly believe they may lose both the House &amp; Senate, are pleading w Trump o…",Sat Apr 28 16:43:37 +0000 2018,27
0.0,0.894,@nytimes,0.106,0.3818,“It’s clear that we’re going to have to remove carbon dioxide from the atmosphere. And we’re going to have to do it… https://t.co/ooAcW9CM7f,Sat Apr 28 16:30:07 +0000 2018,28
0.155,0.845,@nytimes,0.0,-0.296,"The week's most notable new songs and videos, chosen by @nytimesmusic critics https://t.co/R4vFkPHCjf",Sat Apr 28 16:15:04 +0000 2018,29
0.0,1.0,@nytimes,0.0,0.0,"Senator Jon Tester helped thwart the cabinet nomination of Dr. Ronny Jackson. 

President Donald Trump made it clea… https://t.co/xk6FJyNynM",Sat Apr 28 15:59:04 +0000 2018,30
0.179,0.821,@nytimes,0.0,-0.5423,"The official story of Ricky Boyd’s fatal encounter with law enforcement officers changed, then changed again https://t.co/WOkdcO1jeI",Sat Apr 28 15:45:07 +0000 2018,31
0.123,0.599,@nytimes,0.278,0.5267,“I realized I had the strength to look in the face of somebody who would commit a crime like this.” — Lise-Lotte Lu… https://t.co/Uf395wsfpk,Sat Apr 28 15:31:06 +0000 2018,32
0.0,1.0,@nytimes,0.0,0.0,Bob Dylan is getting into the whiskey business with a brand called Heaven's Door — yet another career twist in 5 de… https://t.co/yFbALkL2pf,Sat Apr 28 15:17:05 +0000 2018,33
0.132,0.868,@nytimes,0.0,-0.4404,"The $375,000 salary for the new CDC director has come under criticism from Senate Democrats and watchdog groups. He… https://t.co/d57yWPFnUU",Sat Apr 28 14:59:05 +0000 2018,34
0.0,1.0,@nytimes,0.0,0.0,Koreans set the table for a deal. Will President Trump be able to close it? https://t.co/CvOfIJmjTy,Sat Apr 28 14:45:08 +0000 2018,35
0.0,1.0,@nytimes,0.0,0.0,Speaker Paul Ryan’s decision to dismiss the House chaplain has caused a firestorm on Capitol Hill https://t.co/5ODA2FXsc0,Sat Apr 28 14:30:06 +0000 2018,36
0.191,0.651,@nytimes,0.158,-0.4019,"A relentless tide of people are fleeing the deepening economic crisis in Venezuela, testing Brazil's tolerance for… https://t.co/ZiQzFqwUmu",Sat Apr 28 14:17:03 +0000 2018,37
0.0,0.661,@nytimes,0.339,0.6249,"11 great titles expiring from Netflix in May
https://t.co/f7Bn552i3J",Sat Apr 28 14:02:05 +0000 2018,38
0.43,0.57,@nytimes,0.0,-0.8074,Trump Calls on Montana Democrat to Resign in Fight Over Failed V.A. Nomination https://t.co/5N3UGByvxn,Sat Apr 28 13:56:45 +0000 2018,39
0.25,0.75,@nytimes,0.0,-0.7184,"In the Hart household, any act of insubordination could be severely punished. The children knew this all too well,… https://t.co/JLnQ5pGQum",Sat Apr 28 13:41:04 +0000 2018,40
0.178,0.747,@nytimes,0.075,-0.5423,Should genealogy databases be used to solve crimes? The Golden State Killer case has set off a debate over privacy… https://t.co/5Yw2PfGAGQ,Sat Apr 28 13:21:06 +0000 2018,41
0.0,0.714,@nytimes,0.286,0.5574,"Korean Accord Draws Praise, and Caution, From North’s Neighbors https://t.co/TajSG38uGN",Sat Apr 28 13:20:08 +0000 2018,42
0.0,1.0,@nytimes,0.0,0.0,Why One Woman Testified Against Bill Cosby: ‘I Had the Strength’ https://t.co/xCzWD9aI4P,Sat Apr 28 13:14:51 +0000 2018,43
0.0,1.0,@nytimes,0.0,0.0,"Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 sl… https://t.co/9R2JZ4Mt1U",Sat Apr 28 13:02:02 +0000 2018,44
0.208,0.519,@nytimes,0.274,0.1027,The Ethicist: I'm a 73-year-old cancer survivor. Is it ethical to get a kidney transplant? https://t.co/cBGck0mmFs,Sat Apr 28 12:41:03 +0000 2018,45
0.0,0.649,@nytimes,0.351,0.7579,"The Week in Good News: The Waffle House Hero, a Dachshund Museum, a Royal Baby https://t.co/Zlqb4Pp0sO",Sat Apr 28 12:35:36 +0000 2018,46
0.0,0.722,@nytimes,0.278,0.8271,"The math of frequent-flier miles may not always add up, but perks like free checked bags have people flocking to tr… https://t.co/LnEc2DZjHw",Sat Apr 28 12:21:05 +0000 2018,47
0.0,1.0,@nytimes,0.0,0.0,This simple side dish takes only 15 minutes to make https://t.co/4vNZl5jz67,Sat Apr 28 12:02:05 +0000 2018,48
0.0,1.0,@nytimes,0.0,0.0,"Mark your calendars, New Jersey: November 17 will be Danny DeVito Day. https://t.co/m5aWcxfdl8",Sat Apr 28 11:41:02 +0000 2018,49
0.0,0.868,@nytimes,0.132,0.4939,"RT @NYTStyles: Ludwig Bemelmans said that Madeline was inspired by his mother, wife and daughter. “But,” his grandson wrote after his death…",Sat Apr 28 11:21:03 +0000 2018,50
0.12,0.88,@nytimes,0.0,-0.3818,"She desperately wanted to move in to a retirement community.
He told her he'd ""sit in the burned-out, firebombed ru… https://t.co/BEyKYYzdq1",Sat Apr 28 11:02:02 +0000 2018,51
0.0,0.856,@nytimes,0.144,0.4939,"RT @nytopinion: Job title: Mother. You will enjoy a bunch of superficial attention and lip service from culture, advertisers and politician…",Sat Apr 28 10:32:05 +0000 2018,52
0.0,1.0,@nytimes,0.0,0.0,The Landmarks That Made New York a Cultural Capital https://t.co/8mehOC3uiy,Sat Apr 28 10:20:34 +0000 2018,53
0.217,0.783,@nytimes,0.0,-0.3612,"A Word With: For Charlize Theron, Motherhood Is Messy Business https://t.co/jwqiU4F99f",Sat Apr 28 10:17:37 +0000 2018,54
0.425,0.575,@nytimes,0.0,-0.8126,"To catch a killer: a fake profile on a DNA site and a pristine sample
https://t.co/xHTGc0znUq",Sat Apr 28 10:02:06 +0000 2018,55
0.0,0.86,@nytimes,0.14,0.0772,Irish Voters Speak Out on Landmark Abortion Referendum https://t.co/ABK4sJpEqe,Sat Apr 28 09:52:54 +0000 2018,56
0.0,0.724,@nytimes,0.276,0.6369,Kenya Bans Film About 2 Girls in Love Because It’s ‘Too Hopeful’ https://t.co/V4AVLDpZH1,Sat Apr 28 09:50:25 +0000 2018,57
0.0,0.872,@nytimes,0.128,0.4215,"RT @nytimesworld: The anti-vaccine movement in the United States has spread to pets, prompting the British Veterinary Association to issue…",Sat Apr 28 09:38:05 +0000 2018,58
0.0,1.0,@nytimes,0.0,0.0,"RT @alanfeuer: You may have read bits &amp; pieces about the corruption probe that ensnared two Hasidic businessmen, the police, a hedge fund m…",Sat Apr 28 09:21:06 +0000 2018,59
0.0,1.0,@nytimes,0.0,0.0,What President Trump can expect from his trip to Britain https://t.co/VQEsabjcfg,Sat Apr 28 09:03:01 +0000 2018,60
0.0,1.0,@nytimes,0.0,0.0,The Year I Learned to Quit https://t.co/Ba8msQMkCM,Sat Apr 28 08:55:22 +0000 2018,61
0.329,0.671,@nytimes,0.0,-0.6597,"Alfie Evans, Terminally Ill British Toddler at Center of Court Fight, Dies https://t.co/OptTwlvsLs",Sat Apr 28 08:52:35 +0000 2018,62
0.0,0.952,@nytimes,0.048,0.0516,"RT @nytimesworld: Russia's ice roads are made in the fall by plowing insulating snow off the soil, allowing the cold air to freeze the bogg…",Sat Apr 28 08:34:04 +0000 2018,63
0.187,0.707,@nytimes,0.106,-0.3182,"RT @nytopinion: It’s possible now to envision a path away from war, and for that even us skeptics should be grateful, says @NickKristof htt…",Sat Apr 28 08:10:54 +0000 2018,64
0.0,0.766,@nytimes,0.234,0.7003,"RT @nytopinion: Inspired by a stunning look at polar bears, we are highlighting some of the wonders of nature this weekend https://t.co/gYN…",Sat Apr 28 07:54:02 +0000 2018,65
0.0,1.0,@nytimes,0.0,0.0,"RT @nytopinion: Watching Macron, @NYTimesCohen thinks: The world owes one to France, big time https://t.co/71TLbPnV73",Sat Apr 28 07:37:04 +0000 2018,66
0.155,0.845,@nytimes,0.0,-0.5106,This might explain why you think people are angry with you all the time – even when they're not https://t.co/I6ocQN8Nm3,Sat Apr 28 07:21:44 +0000 2018,67
0.0,0.595,@nytimes,0.405,0.7783,"There's a great way to get to know Paris: Walking, yes indeed https://t.co/J7rBe4NnHI",Sat Apr 28 07:05:35 +0000 2018,68
0.0,1.0,@nytimes,0.0,0.0,President Trump Is Coming to Britain. Here’s What He Can Expect. https://t.co/xjz06RXgeF,Sat Apr 28 06:47:13 +0000 2018,69
0.0,1.0,@nytimes,0.0,0.0,"RT @nytimesarts: ""Every time I encounter lovers,"" the French photographer Willy Ronis said, ""my camera smiles."" https://t.co/eNQrDL0yle",Sat Apr 28 06:33:02 +0000 2018,70
0.0,0.8,@nytimes,0.2,0.6705,"Abba: “We all felt that, after some 35 years, it could be fun to join forces again and go into the recording studio"" https://t.co/OCUmb9DQuf",Sat Apr 28 06:06:01 +0000 2018,71
0.0,0.82,@nytimes,0.18,0.5574,"""The 'Mona Lisa' has, to all meaningful intents and purposes, ceased to exist as an original work of art. It has be… https://t.co/wf72DEdIVh",Sat Apr 28 05:49:14 +0000 2018,72
0.0,1.0,@nytimes,0.0,0.0,"RT @DanBilefsky: During an 8-hour interview with all the drama of one of his films, the prolific Canadian film director @XDolan told me abo…",Sat Apr 28 05:32:02 +0000 2018,73
0.273,0.727,@nytimes,0.0,-0.7184,"Archaeologists in Sweden found victims of a 5th-century massacre where attackers used swords, axes and clubs to but… https://t.co/nII6B4wgTp",Sat Apr 28 05:15:51 +0000 2018,74
0.0,0.909,@nytimes,0.091,0.1779,"Amazon said it was raising the price of its Prime membership service 20%, to $119 from $99 https://t.co/yYcCvLOoA0",Sat Apr 28 04:58:56 +0000 2018,75
0.296,0.704,@nytimes,0.0,-0.8402,"RT @nytpolitics: The parents of Otto Warmbier have sued North Korea, alleging that it kidnapped, tortured and murdered their son https://t.…",Sat Apr 28 04:42:03 +0000 2018,76
0.0,1.0,@nytimes,0.0,0.0,"This fungus can respond to wind and touch, grow toward light and detect and navigate around objects placed above it… https://t.co/UvcVZWzYEV",Sat Apr 28 04:21:02 +0000 2018,77
0.0,0.623,@nytimes,0.377,0.8979,"A film about 2 girls in love, the first Kenyan film ever nominated for an award at Cannes Film Festival, is banned… https://t.co/hw7HeR7ntH",Sat Apr 28 04:02:03 +0000 2018,78
0.353,0.647,@nytimes,0.0,-0.8689,"RT @nytimesbusiness: Describing himself as ""angry, hurt and unmoored,"" Tom Brokaw denied an allegation that he harassed a former NBC News c…",Sat Apr 28 03:47:03 +0000 2018,79
0.0,0.763,@nytimes,0.237,0.4215,"""Have you met James? James saved a lot of lives."" https://t.co/llXGAsenX6",Sat Apr 28 03:32:01 +0000 2018,80
0.0,0.82,@nytimes,0.18,0.6697,RT @jakesNYT: Is Mr. Kim is really ready to make a deal? Or is he is betting - as most experts think - he can get help to normalize DPRK’s…,Sat Apr 28 03:17:03 +0000 2018,81
0.257,0.743,@nytimes,0.0,-0.4215,"Stormy Daniels lawsuit delayed as judge cites ""likely"" indictment of Michael Cohen https://t.co/vJShJ6Tf2Y",Sat Apr 28 03:02:05 +0000 2018,82
0.0,0.8,@nytimes,0.2,0.6705,"Abba: “We all felt that, after some 35 years, it could be fun to join forces again and go into the recording studio"" https://t.co/GMZD2K8oQ6",Sat Apr 28 02:47:06 +0000 2018,83
0.0,1.0,@nytimes,0.0,0.0,"""I am a lawyer, and I am an informant,"" said Natalia Veselnitskaya, the Russian lawyer who met with Trump campaign… https://t.co/3gLNX4jjcw",Sat Apr 28 02:32:07 +0000 2018,84
0.264,0.736,@nytimes,0.0,-0.7783,"RT @NYTNational: Brittany Oswell suffered a pulmonary embolism on an American Airlines flight from Hawaii. She later died, and her family h…",Sat Apr 28 02:17:02 +0000 2018,85
0.0,1.0,@nytimes,0.0,0.0,Speaker Paul Ryan’s decision to dismiss the House chaplain has caused a firestorm on Capitol Hill https://t.co/XNEZDvfWed,Sat Apr 28 02:02:03 +0000 2018,86
0.0,1.0,@nytimes,0.0,0.0,"5 takeaways from the House report on Russian election meddling
https://t.co/z5TKigmkAS",Sat Apr 28 01:47:05 +0000 2018,87
0.178,0.747,@nytimes,0.075,-0.5423,Should genealogy databases be used to solve crimes? The Golden State Killer case has set off a debate over privacy… https://t.co/nGQFL8EJBs,Sat Apr 28 01:32:07 +0000 2018,88
0.356,0.644,@nytimes,0.0,-0.8074,"RT @bankonjustin: For decades, the chilling Golden State Killer attacks hung over California communities. 

@MitchKSmith and I took a look…",Sat Apr 28 01:17:04 +0000 2018,89
0.0,1.0,@nytimes,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ztidViKti8,Sat Apr 28 01:02:07 +0000 2018,90
0.0,0.82,@nytimes,0.18,0.5574,"""The 'Mona Lisa' has, to all meaningful intents and purposes, ceased to exist as an original work of art. It has be… https://t.co/q59O4gyp57",Sat Apr 28 00:47:05 +0000 2018,91
0.087,0.731,@nytimes,0.183,0.2732,A federal judge dismissed a lawsuit filed by Paul Manafort that tried to narrow the authority of the special counsel https://t.co/JKoCFjD1wl,Sat Apr 28 00:32:04 +0000 2018,92
0.0,0.929,@nytimes,0.071,0.25,RT @nytopinion: It’s even less likely that North Korea will give up its arsenal now that it sees Trump poised to tear up the Iran nuclear d…,Sat Apr 28 00:17:03 +0000 2018,93
0.0,0.894,@nytimes,0.106,0.3818,“It’s clear that we’re going to have to remove carbon dioxide from the atmosphere. And we’re going to have to do it… https://t.co/EaSgEUkIWb,Sat Apr 28 00:02:01 +0000 2018,94
0.0,1.0,@nytimes,0.0,0.0,Follow our live updates from the second night of the NFL draft https://t.co/BXyQCQfQxw,Fri Apr 27 23:47:04 +0000 2018,95
0.451,0.549,@nytimes,0.0,-0.8126,The Golden State Killer investigation relied on a fake DNA profile https://t.co/tloTpJS34Y,Fri Apr 27 23:32:04 +0000 2018,96
0.0,1.0,@nytimes,0.0,0.0,"RT @PamelaPaulNYT: Whiz! Bam! Boom! The New York Times Book Review debuts Graphic Content, our new column on graphic novels and comics: htt…",Fri Apr 27 23:17:04 +0000 2018,97
0.138,0.788,@nytimes,0.074,-0.3182,An EPA proposal to dramatically weaken car-emission standards could set up a legal clash with California. Here are… https://t.co/btSxayZncO,Fri Apr 27 23:02:04 +0000 2018,98
0.0,1.0,@nytimes,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/hLZPorp8G9,Fri Apr 27 22:47:03 +0000 2018,99
0.132,0.868,@nytimes,0.0,-0.4404,"The $375,000 salary for the new CDC director has come under criticism from Senate Democrats and watchdog groups. He… https://t.co/qFY0OAr623",Fri Apr 27 22:32:06 +0000 2018,100
